t,delta_trans,delta_theta,mx,my,mz
944.545,0.093,0.0,2.0,-19.875,-45.84375
945.08,0.062,0.034906585,1.53125,-20.03125,-45.8125
945.771,0.095,0.087266463,0.9375,-19.84375,-45.875
946.341,0.092,0.0,0.90625,-19.28125,-46.0
946.87,0.09,0.0,0.96875,-18.21875,-46.25
947.405,0.064,0.0,1.0625,-17.53125,-46.5
948.033,0.094,0.0,0.75,-16.4375,-47.0
948.555,0.09,0.0,0.21875,-15.65625,-47.53125
949.288,0.093,0.0,-1.375,-15.09375,-48.625
949.705,0.059,0.0,-2.1875,-15.09375,-49.25
950.38,0.09,0.0,-3.28125,-15.46875,-50.28125
951.035,0.121,0.0,-4.34375,-16.1875,-51.96875
951.57,0.061,0.0,-5.1875,-17.0625,-53.25
952.201,0.093,0.0,-5.9375,-18.21875,-55.09375
952.725,0.092,0.0,-6.4375,-19.09375,-56.53125
953.505,0.092,0.0,-7.875,-20.6875,-58.59375
953.965,0.09,0.0,-8.5625,-21.90625,-59.875
954.585,0.09,0.0,-9.46875,-24.03125,-61.34375
955.205,0.091,0.0,-9.875,-26.46875,-62.71875
955.73,0.061,0.0,-10.78125,-28.75,-63.6875
956.354,0.094,0.0,-11.1875,-31.46875,-64.03125
956.978,0.09,0.0,-11.03125,-33.1875,-63.875
957.495,0.091,0.0,-10.71875,-34.15625,-63.21875
958.019,0.061,0.0,-10.375,-34.25,-62.5
958.654,0.094,0.0,-9.875,-33.625,-61.34375
959.175,0.09,0.0,-9.46875,-32.875,-60.3125
959.77,0.062,0.0,-9.15625,-32.09375,-59.5
960.335,0.094,0.0,-8.9375,-31.1875,-58.78125
960.958,0.091,0.0,-8.875,-30.28125,-58.40625
961.485,0.09,0.0,-8.84375,-29.78125,-57.75
962.001,0.063,0.0,-9.28125,-29.4375,-57.3125
962.525,0.091,0.0,-9.34375,-28.6875,-56.40625
963.155,0.092,0.0,-10.375,-28.15625,-55.09375
963.896,0.094,0.0,-10.375,-27.0,-52.875
964.532,0.092,0.0,-9.96875,-25.46875,-50.625
965.148,0.091,0.0,-9.34375,-23.75,-48.4375
965.762,0.09,0.0,-8.0625,-21.875,-46.34375
966.295,0.092,0.0,-7.1875,-20.25,-44.90625
966.83,0.061,0.0,-5.65625,-18.53125,-43.9375
967.515,0.095,0.0,-4.15625,-16.78125,-43.15625
967.975,0.09,0.0,-3.0625,-15.71875,-43.0625
968.605,0.09,0.0,-1.84375,-14.65625,-43.34375
969.119,0.064,0.0,-0.78125,-14.125,-43.71875
969.645,0.09,0.0,-0.28125,-13.5,-44.5625
970.175,0.062,0.0,0.59375,-13.0625,-45.40625
970.806,0.094,0.0,0.6875,-12.65625,-46.5
971.325,0.09,0.0,0.71875,-12.125,-47.375
971.86,0.061,0.0,0.34375,-11.90625,-48.125
972.375,0.064,0.0,0.0625,-11.375,-48.84375
972.91,0.09,0.0,-0.1875,-11.09375,-49.59375
973.738,0.123,0.0,-0.6875,-10.375,-50.5625
974.17,0.061,0.0,-1.21875,-9.96875,-51.21875
974.803,0.095,0.0,-2.15625,-9.59375,-51.875
975.433,0.092,0.0,-3.3125,-9.0,-52.21875
976.061,0.092,0.0,-5.15625,-8.8125,-52.09375
976.585,0.09,0.0,-5.90625,-8.6875,-51.71875
977.115,0.062,0.0,-7.21875,-8.78125,-50.875
977.741,0.094,0.0,-8.09375,-9.0,-49.59375
978.375,0.093,0.0,-8.53125,-9.3125,-48.0625
978.895,0.09,0.0,-8.59375,-10.03125,-46.75
979.429,0.061,0.0,-8.28125,-10.40625,-45.40625
980.053,0.095,0.0,-8.0,-11.03125,-44.0625
980.674,0.09,0.0,-7.71875,-11.4375,-42.96875
981.195,0.09,0.0,-7.40625,-11.90625,-42.1875
981.725,0.061,0.0,-7.09375,-12.125,-41.59375
982.355,0.092,0.0,-6.46875,-12.40625,-41.09375
982.995,0.095,0.0,-6.25,-12.5625,-40.78125
983.615,0.092,0.0,-5.8125,-12.6875,-40.65625
984.238,0.09,0.0,-5.75,-12.6875,-40.53125
984.765,0.09,0.0,-5.6875,-12.5,-40.4375
985.28,0.062,0.0,-5.625,-12.40625,-40.21875
985.911,0.095,0.0,-5.90625,-12.21875,-39.875
986.435,0.089,0.0,-6.40625,-11.84375,-39.53125
986.97,0.062,0.0,-6.875,-11.59375,-39.0
987.594,0.095,0.0,-7.34375,-11.1875,-38.4375
988.226,0.092,0.0,-7.78125,-10.78125,-38.0
988.759,0.092,0.0,-8.4375,-10.46875,-37.46875
989.29,0.061,0.0,-8.96875,-10.09375,-36.96875
989.825,0.093,0.0,-10.09375,-10.0,-36.5625
990.35,0.061,0.0,-11.21875,-9.90625,-35.96875
990.975,0.094,0.0,-13.0625,-9.75,-35.0625
991.495,0.091,0.0,-15.34375,-9.78125,-34.0
992.226,0.092,0.0,-19.84375,-9.96875,-31.46875
992.745,0.09,0.0,-24.0625,-10.375,-28.53125
993.27,0.061,0.0,-29.34375,-10.59375,-24.53125
993.903,0.01,0.19198622,-30.9375,-4.40625,-24.25
994.425,0.001,0.33161256,-30.375,3.15625,-24.21875
994.959,0.001,0.2268928,-27.25,11.09375,-24.375
995.585,0.0,0.31415927,-21.0625,18.78125,-24.5625
996.23,0.0,0.34906585,-12.59375,24.15625,-24.8125
996.965,0.001,0.17453293,-7.875,25.65625,-24.9375
997.5,0.027,0.0,-6.84375,25.4375,-25.625
998.123,0.059,0.0,-6.09375,24.53125,-26.78125
998.645,0.056,0.0,-6.1875,23.59375,-27.84375
999.18,0.039,0.0,-6.65625,22.5625,-28.90625
999.795,0.056,0.0,-7.78125,21.5,-29.9375
1000.42,0.059,0.0,-9.53125,20.65625,-30.84375
1000.945,0.057,0.0,-11.1875,20.5,-31.1875
1001.54,0.038,0.0,-13.25,20.65625,-31.25
1002.105,0.059,0.0,-15.375,21.59375,-30.84375
1002.625,0.057,0.0,-16.71875,23.03125,-30.3125
1003.16,0.038,0.0,-17.65625,25.0,-29.5
1003.775,0.056,0.0,-17.59375,27.78125,-28.625
1004.393,0.058,0.0,-16.03125,30.8125,-27.84375
1004.925,0.058,0.0,-13.53125,33.15625,-27.53125
1005.565,0.058,0.034906585,-7.5625,34.125,-27.78125
1006.15,0.055,0.0,-3.8125,31.90625,-28.75
1006.72,0.095,0.017453293,0.5,24.8125,-31.15625
1007.338,0.09,0.017453293,-0.5,17.1875,-33.21875
1007.855,0.09,0.0,-2.5625,12.375,-34.25
1008.379,0.062,0.0,-5.0,8.96875,-34.8125
1009.019,0.094,0.0,-7.46875,6.25,-35.03125
1009.546,0.09,0.0,-8.6875,4.5625,-35.1875
1010.07,0.062,0.0,-9.4375,3.5,-35.4375
1010.754,0.094,0.0,-9.96875,2.59375,-36.03125
1011.315,0.09,0.0,-10.1875,2.125,-36.96875
1011.835,0.09,0.0,-10.40625,2.0,-37.875
1012.369,0.062,0.0,-10.53125,1.78125,-38.90625
1012.994,0.094,0.0,-10.75,1.625,-40.53125
1013.515,0.091,0.0,-10.4375,1.84375,-42.375
1014.145,0.092,0.0,-10.40625,2.09375,-44.8125
1014.68,0.061,0.0,-10.5,2.21875,-47.25
1015.354,0.09,0.0,-10.96875,2.28125,-49.90625
1015.928,0.095,0.0,-11.28125,2.34375,-52.59375
1016.558,0.092,0.0,-12.1875,2.5,-54.625
1017.171,0.09,0.0,-12.90625,2.53125,-56.15625
1017.805,0.092,0.0,-14.0625,2.65625,-56.65625
1018.429,0.091,0.0,-15.28125,2.71875,-56.65625
1019.06,0.094,0.0,-16.0625,2.75,-55.84375
1019.585,0.09,0.0,-16.6875,2.53125,-54.625
1020.205,0.09,0.0,-17.03125,2.5,-52.6875
1020.72,0.059,0.0,-17.40625,2.1875,-51.125
1021.345,0.095,0.0,-17.5,2.03125,-48.875
1021.865,0.09,0.0,-17.46875,2.03125,-47.15625
1022.4,0.061,0.0,-17.46875,1.625,-45.5625
1023.085,0.095,0.0,-17.59375,1.40625,-43.90625
1023.535,0.088,0.0,-17.96875,1.34375,-42.84375
1024.069,0.061,0.0,-18.15625,1.0625,-41.5625
1024.694,0.094,0.0,-18.3125,1.3125,-40.21875
1025.225,0.091,0.0,-18.4375,1.46875,-38.90625
1025.75,0.061,0.0,-18.46875,1.6875,-37.875
1026.374,0.095,0.0,-17.9375,2.34375,-36.6875
1026.998,0.09,0.0,-17.5625,2.90625,-36.1875
1027.41,0.059,0.0,-16.96875,3.28125,-36.03125
1028.043,0.094,0.0,-16.3125,3.96875,-36.09375
1028.565,0.091,0.0,-16.0625,4.46875,-36.46875
1029.1,0.061,0.0,-15.5,5.5,-36.8125
1029.724,0.094,0.0,-15.3125,6.4375,-37.4375
1030.245,0.09,0.0,-14.71875,7.15625,-37.8125
1030.875,0.067,0.0,-13.65625,7.90625,-38.46875
1031.391,0.005,0.17453293,-11.25,9.96875,-38.65625
1031.915,0.0,0.33161256,-7.71875,12.03125,-38.71875
1032.545,0.0,0.33161256,-2.625,13.0,-38.8125
1033.079,0.0,0.2268928,1.96875,12.40625,-38.96875
1033.71,0.0,0.34906585,6.46875,10.09375,-39.125
1034.448,0.021,0.26179939,8.90625,7.6875,-39.21875
1034.97,0.036,0.0,9.28125,7.34375,-39.3125
1035.685,0.076,0.0,9.4375,7.1875,-39.34375
1036.22,0.04,-0.034906585,9.34375,7.5,-39.4375
1036.844,0.058,0.0,9.8125,7.375,-39.5625
1037.365,0.057,-0.034906585,10.125,8.0,-39.59375
1037.9,0.038,0.0,10.5,7.9375,-39.71875
1038.515,0.057,0.0,11.03125,7.8125,-39.8125
1039.035,0.068,0.0,12.0,7.6875,-39.84375
1039.56,0.061,0.0,13.40625,7.625,-39.71875
1040.205,0.092,0.0,15.5625,6.96875,-39.6875
1040.825,0.095,0.0,18.09375,5.84375,-39.8125
1041.345,0.09,0.0,20.40625,4.09375,-39.9375
1041.975,0.09,0.0,22.9375,0.75,-40.53125
1042.491,0.064,0.0,23.5625,-3.5625,-41.28125
1043.015,0.089,0.0,22.53125,-8.59375,-42.21875
1043.54,0.062,0.0,19.65625,-13.53125,-43.65625
1044.179,0.094,0.0,14.03125,-15.5,-45.46875
1044.695,0.091,0.0,10.375,-14.84375,-47.0625
1045.23,0.061,0.0,8.78125,-12.65625,-48.96875
1045.854,0.094,0.0,8.375,-11.25,-51.6875
1046.474,0.091,0.0,8.3125,-10.875,-54.46875
1046.995,0.09,0.0,8.0,-11.40625,-56.78125
1047.529,0.061,0.0,6.5,-12.375,-58.9375
1048.155,0.095,0.0,4.25,-13.34375,-60.9375
1048.675,0.09,0.0,1.78125,-14.0625,-61.96875
1049.21,0.062,0.0,-0.4375,-14.25,-62.46875
1049.827,0.092,0.0,-3.1875,-14.34375,-62.53125
1050.449,0.092,0.0,-6.0,-14.15625,-61.84375
1051.029,0.09,0.0,-8.15625,-13.46875,-61.03125
1051.51,0.061,0.0,-10.125,-12.8125,-60.0625
1052.132,0.095,0.0,-11.4375,-11.5625,-58.4375
1052.765,0.092,0.0,-12.84375,-10.28125,-56.8125
1053.285,0.09,0.0,-13.28125,-9.1875,-55.34375
1053.82,0.061,0.0,-14.125,-7.90625,-53.875
1054.435,0.091,0.0,-14.625,-6.71875,-51.96875
1055.061,0.094,0.0,-14.625,-5.03125,-50.21875
1055.644,0.09,0.0,-14.8125,-4.15625,-48.90625
1056.12,0.062,0.0,-14.3125,-2.90625,-47.625
1056.746,0.094,0.0,-14.1875,-1.75,-46.28125
1057.368,0.09,0.0,-14.15625,-0.8125,-45.125
1057.785,0.06,0.0,-13.78125,0.125,-44.375
1058.305,0.092,0.0,-13.6875,1.03125,-43.4375
1058.839,0.061,0.0,-13.4375,1.5,-42.34375
1059.465,0.095,0.0,-13.53125,2.6875,-41.03125
1059.985,0.09,0.0,-13.4375,3.21875,-39.84375
1060.615,0.092,0.0,-13.0,3.9375,-38.25
1061.15,0.062,0.0,-12.4375,4.5625,-36.71875
1061.825,0.09,0.0,-10.90625,5.125,-34.90625
1062.382,0.092,0.0,-8.84375,5.5,-33.1875
1062.815,0.061,0.0,-7.125,5.71875,-32.15625
1063.445,0.095,0.0,-4.125,5.71875,-31.4375
1063.965,0.002,0.13962634,-3.21875,5.875,-31.375
1064.499,0.0,0.2268928,-0.90625,5.875,-31.4375
1065.117,0.0,0.33161256,1.8125,5.15625,-31.5
1065.741,0.0,0.31415927,4.0625,3.34375,-31.625
1066.265,0.0,0.33161256,5.46875,1.6875,-31.6875
1067.005,0.0,0.29670597,6.34375,-1.09375,-31.75
1067.525,0.035,0.0,7.03125,-1.09375,-31.8125
1068.06,0.039,0.0,8.1875,-1.0,-32.09375
1068.887,0.077,0.0,9.875,-0.59375,-32.8125
1069.515,0.083,0.0,10.75,-0.125,-34.21875
1070.132,0.091,0.0,11.375,0.1875,-35.78125
1070.66,0.089,0.0,11.625,0.65625,-37.15625
1071.29,0.095,0.0,11.65625,0.9375,-38.71875
1071.83,0.061,0.0,11.09375,1.25,-39.96875
1072.351,0.093,0.0,10.84375,1.53125,-41.0
1072.88,0.061,0.0,9.875,1.34375,-41.78125
1073.511,0.094,0.0,8.90625,1.59375,-42.3125
1074.095,0.09,0.0,8.1875,1.15625,-42.40625
1074.545,0.06,0.0,7.34375,0.8125,-42.1875
1075.071,0.092,0.0,7.1875,0.4375,-41.84375
1075.66,0.062,0.0,6.6875,-0.3125,-41.1875
1076.225,0.094,0.0,6.65625,-0.9375,-40.40625
1076.755,0.09,0.0,6.8125,-1.65625,-39.84375
1077.385,0.092,0.0,7.21875,-2.34375,-39.21875
1078.005,0.09,0.0,7.90625,-2.84375,-38.8125
1078.528,0.064,0.0,8.46875,-3.6875,-38.65625
1079.155,0.092,0.0,9.125,-3.9375,-38.96875
1079.675,0.09,0.0,9.40625,-4.15625,-39.40625
1080.21,0.062,0.0,9.40625,-4.3125,-39.84375
1080.725,0.092,0.0,9.3125,-4.25,-40.3125
1081.355,0.09,0.0,8.6875,-4.0625,-40.46875
1081.869,0.062,0.0,8.28125,-3.65625,-40.53125
1082.494,0.092,0.0,7.8125,-3.375,-40.625
1083.115,0.09,0.0,7.1875,-2.40625,-40.875
1083.636,0.091,0.0,6.84375,-1.5,-41.21875
1084.16,0.061,0.0,6.8125,0.15625,-41.59375
1084.784,0.094,0.0,7.3125,2.0,-42.21875
1085.295,0.088,0.0,7.4375,2.6875,-42.65625
1085.819,0.062,0.0,7.1875,3.46875,-43.1875
1086.455,0.094,0.0,7.03125,4.125,-43.6875
1086.975,0.09,0.0,6.875,4.71875,-44.03125
1087.51,0.062,0.0,6.96875,5.53125,-44.3125
1088.134,0.094,0.0,7.40625,6.53125,-44.84375
1088.758,0.09,0.0,8.0625,7.21875,-45.4375
1089.275,0.09,0.0,8.3125,7.625,-45.9375
1089.8,0.062,0.0,8.40625,7.875,-46.4375
1090.436,0.094,0.0,8.375,8.0,-46.71875
1090.955,0.09,0.0,8.03125,8.09375,-46.78125
1091.49,0.062,0.0,7.84375,8.59375,-46.78125
1092.116,0.094,0.0,8.5,9.15625,-46.3125
1092.738,0.091,0.0,9.75,9.09375,-45.6875
1093.15,0.059,0.0,11.09375,8.53125,-45.1875
1093.77,0.09,0.0,13.03125,6.125,-44.4375
1094.411,0.096,0.0,14.8125,2.8125,-43.96875
1094.935,0.065,0.0,15.5,0.84375,-43.90625
1095.469,0.001,-0.13962634,14.9375,3.78125,-43.78125
1096.085,0.0,-0.29670597,12.1875,8.96875,-43.65625
1096.605,0.0,-0.33161256,8.4375,12.4375,-43.53125
1097.139,0.0,-0.2268928,3.90625,14.71875,-43.375
1097.655,0.002,-0.33161256,-1.25,15.46875,-43.21875
1098.385,0.001,-0.29670597,-7.71875,15.0,-43.0625
1099.205,0.056,0.12217305,-5.4375,17.625,-43.3125
1099.725,0.058,0.15707963,-1.28125,20.25,-43.875
1100.456,0.058,0.0,1.09375,23.75,-45.03125
1100.969,0.054,0.0,2.90625,26.125,-46.0
1101.49,0.061,0.0,5.65625,28.5625,-47.71875
1102.123,0.094,0.0,7.96875,29.6875,-49.59375
1102.651,0.09,0.0,8.75,29.625,-51.1875
1103.385,0.095,-0.034906585,7.46875,30.0625,-52.5
1104.013,0.092,0.0,7.375,30.0,-53.46875
1104.63,0.091,-0.034906585,6.0625,30.34375,-54.40625
1105.248,0.09,0.0,5.46875,31.40625,-55.15625
1105.76,0.091,-0.034906585,3.625,32.9375,-55.875
1106.3,0.061,0.0,3.40625,34.875,-56.5625
1107.035,0.123,0.0,5.1875,38.21875,-57.96875
1107.555,0.064,0.0,6.84375,39.8125,-59.0
1108.188,0.092,0.0,10.625,39.75,-60.40625
1108.807,0.09,0.0,12.75,36.90625,-61.59375
1109.325,0.09,0.0,13.40625,32.9375,-62.0625
1109.855,0.064,0.0,12.53125,28.59375,-62.125
1110.485,0.092,0.0,10.8125,23.90625,-61.78125
1111.005,0.09,0.0,9.1875,20.71875,-61.03125
1111.54,0.062,0.0,7.21875,18.03125,-59.875
1112.155,0.09,0.0,5.53125,15.71875,-58.34375
1112.786,0.094,0.0,3.59375,13.9375,-56.21875
1113.315,0.091,0.0,2.75,12.40625,-54.5
1113.84,0.061,0.0,1.8125,11.125,-52.8125
1114.464,0.094,0.0,0.71875,9.1875,-51.0
1114.985,0.09,0.0,0.0,8.0625,-49.75
1115.52,0.061,0.0,-1.75,7.03125,-48.6875
1116.135,0.091,0.0,-3.9375,6.96875,-47.53125
1116.768,0.094,0.0,-5.8125,7.6875,-46.5
1117.18,0.06,0.0,-6.5,8.84375,-45.875
1117.815,0.094,0.0,-6.96875,10.5,-45.21875
1118.335,0.09,0.0,-7.15625,11.84375,-44.9375
1118.93,0.061,0.0,-6.96875,13.28125,-44.625
1119.495,0.095,0.0,-6.5,14.5,-44.53125
1120.105,0.088,0.0,-5.4375,15.0,-44.5
1120.645,0.064,0.0,-4.65625,15.03125,-44.625
1121.17,0.09,0.0,-4.21875,14.6875,-44.9375
1121.793,0.094,0.0,-4.0,14.28125,-45.09375
1122.315,0.09,0.0,-4.40625,14.0,-45.1875
1122.85,0.062,0.0,-4.84375,13.78125,-45.1875
1123.475,0.094,0.0,-5.4375,13.6875,-45.125
1124.091,0.09,0.0,-6.0625,13.625,-45.03125
1124.61,0.091,0.0,-6.59375,13.75,-44.90625
1125.15,0.061,0.0,-7.34375,13.875,-44.75
1125.57,0.061,0.0,-7.84375,13.9375,-44.625
1126.195,0.095,0.0,-8.8125,14.21875,-44.46875
1126.715,0.09,0.0,-10.25,14.40625,-44.3125
1127.25,0.061,0.0,-11.5625,14.625,-44.21875
1127.865,0.09,0.0,-13.15625,15.09375,-44.0625
1128.379,0.093,0.0,-14.84375,15.34375,-43.84375
1128.919,0.024,0.052359878,-14.21875,16.4375,-43.71875
1129.545,0.003,0.29670597,-7.53125,19.21875,-43.875
1130.065,0.001,0.33161256,-1.4375,19.71875,-44.0625
1130.599,0.0,0.2268928,4.875,18.53125,-44.25
1131.215,0.001,0.33161256,11.28125,15.0,-44.5625
1131.841,0.001,0.31415927,15.78125,10.46875,-44.6875
1132.665,0.026,0.0,16.25,9.65625,-45.1875
1133.175,0.056,0.0,16.6875,9.375,-45.8125
1133.71,0.038,0.0,17.03125,9.25,-46.34375
1134.335,0.059,0.0,17.53125,8.90625,-47.125
1134.855,0.056,0.0,17.90625,8.65625,-47.65625
1135.485,0.057,0.0,18.375,8.34375,-48.1875
1136.0,0.038,0.0,19.03125,7.875,-48.75
1136.634,0.059,0.0,19.46875,7.25,-49.15625
1137.155,0.057,0.0,20.25,6.65625,-49.5625
1137.785,0.057,0.0,20.75,5.78125,-50.09375
1138.425,0.058,0.0,21.4375,4.6875,-50.53125
1139.145,0.058,0.0,21.96875,3.15625,-50.84375
1139.659,0.056,0.0,22.21875,1.65625,-51.09375
1140.19,0.039,0.0,22.59375,0.125,-51.3125
1140.823,0.059,0.0,22.5,-1.65625,-51.40625
1141.345,0.056,0.0,22.09375,-2.40625,-51.625
1141.88,0.039,0.0,21.5,-3.78125,-51.6875
1142.51,0.042,0.0,20.8125,-4.5625,-51.75
1143.038,0.001,0.2443461,19.90625,-9.71875,-51.75
1143.655,0.001,0.20943951,16.84375,-16.78125,-51.71875
1144.175,0.0,0.33161256,12.5625,-21.78125,-51.5625
1144.804,0.0,0.33161256,5.875,-25.625,-51.5
1145.325,0.001,0.20943951,-0.34375,-27.0,-51.40625
1146.07,0.002,0.34906585,-7.21875,-26.5625,-51.1875
1146.748,0.046,0.0,-6.90625,-26.25,-50.96875
1147.315,0.056,0.0,-6.09375,-25.71875,-50.8125
1147.945,0.061,-0.087266463,-3.96875,-25.5,-50.59375
1148.475,0.072,0.0,-4.0,-24.8125,-50.40625
1149.0,0.063,-0.034906585,-3.78125,-23.53125,-50.3125
1149.625,0.094,0.0,-3.96875,-22.0625,-49.9375
1150.145,0.089,0.0,-3.71875,-21.0,-49.65625
1150.775,0.091,0.0,-3.65625,-19.96875,-49.34375
1151.289,0.061,0.0,-3.3125,-19.40625,-49.15625
1151.91,0.09,0.0,-3.0625,-18.8125,-48.9375
1152.55,0.097,0.0,-2.40625,-18.4375,-48.71875
1153.075,0.09,0.0,-1.8125,-18.28125,-48.5625
1153.61,0.062,0.0,-1.3125,-18.21875,-48.4375
1154.235,0.094,0.0,-1.09375,-18.3125,-48.21875
1154.856,0.09,0.0,-1.03125,-18.5625,-47.84375
1155.375,0.09,0.0,-0.96875,-18.875,-47.5625
1155.905,0.062,0.0,-1.1875,-19.4375,-47.125
1156.539,0.094,0.0,-1.875,-19.75,-46.65625
1157.055,0.09,0.0,-2.09375,-20.1875,-46.1875
1157.65,0.062,0.0,-2.90625,-20.1875,-45.65625
1158.213,0.094,0.0,-4.0,-20.0,-45.15625
1158.831,0.09,0.0,-4.6875,-19.78125,-44.90625
1159.452,0.09,0.0,-5.53125,-18.53125,-45.28125
1160.076,0.093,0.0,-6.0625,-17.40625,-45.84375
1160.595,0.087,0.0,-6.40625,-16.3125,-46.5625
1161.12,0.062,0.0,-6.75,-15.40625,-47.59375
1161.746,0.094,0.0,-6.75,-14.40625,-48.71875
1162.368,0.09,0.0,-6.875,-13.6875,-50.25
1162.885,0.091,0.0,-6.53125,-13.3125,-51.34375
1163.415,0.061,0.0,-6.71875,-12.71875,-52.40625
1164.044,0.095,0.0,-7.09375,-12.15625,-53.46875
1164.565,0.09,0.0,-7.25,-11.5,-54.09375
1165.1,0.061,0.0,-7.46875,-10.9375,-54.625
1165.73,0.093,0.0,-8.03125,-10.375,-55.15625
1166.36,0.094,0.0,-8.5,-9.8125,-55.46875
1166.985,0.092,0.0,-9.21875,-9.46875,-55.71875
1167.61,0.09,0.0,-10.0625,-9.25,-55.8125
1168.125,0.09,0.0,-10.65625,-8.84375,-55.8125
1168.66,0.061,0.0,-11.03125,-8.5,-55.75
1169.285,0.095,0.0,-11.0,-7.71875,-55.75
1169.968,0.09,0.0,-10.75,-7.1875,-55.75
1170.535,0.092,0.0,-10.46875,-6.6875,-56.0
1171.055,0.091,0.0,-9.75,-6.40625,-56.375
1171.59,0.061,0.0,-9.34375,-6.4375,-56.84375
1172.214,0.095,0.0,-9.71875,-6.59375,-56.90625
1172.746,0.09,0.0,-10.53125,-7.09375,-56.625
1173.27,0.061,0.0,-11.0625,-7.59375,-55.78125
1173.902,0.094,0.0,-11.65625,-8.75,-53.96875
1174.578,0.09,0.0,-11.875,-9.8125,-51.28125
1175.149,0.093,0.0,-11.375,-11.03125,-48.90625
1175.665,0.09,0.0,-9.78125,-12.15625,-47.21875
1176.2,0.061,0.0,-8.46875,-13.3125,-46.28125
1176.825,0.095,0.0,-6.6875,-14.46875,-45.65625
1177.355,0.09,0.0,-5.9375,-15.21875,-45.625
1177.975,0.064,0.0,-5.1875,-15.75,-45.84375
1178.497,0.09,0.0,-4.3125,-16.0625,-45.9375
1179.189,0.092,0.0,-3.90625,-16.0,-46.25
1179.754,0.08,0.0,-3.71875,-15.90625,-46.46875
1180.275,0.007,-0.2268928,-1.21875,-15.875,-46.53125
1180.809,0.001,-0.2268928,2.15625,-14.90625,-46.59375
1181.425,0.001,-0.31415927,5.5625,-12.6875,-46.75
1181.945,0.0,-0.33161256,7.84375,-9.9375,-46.8125
1182.469,0.0,-0.2268928,9.3125,-6.6875,-46.84375
1183.105,0.0,-0.29670597,10.0,-2.9375,-46.8125
1183.932,0.029,-0.052359878,10.0625,-2.71875,-46.96875
1184.461,0.057,0.087266463,9.78125,-4.03125,-47.40625
1185.095,0.059,0.034906585,9.71875,-4.5,-47.78125
1185.609,0.039,0.034906585,9.5625,-5.21875,-48.09375
1186.241,0.07,0.0,9.3125,-5.15625,-48.53125
1186.765,0.09,0.0,8.71875,-5.125,-48.75
1187.3,0.062,0.0,8.28125,-5.125,-49.0
1187.925,0.093,0.0,7.65625,-5.0,-49.09375
1188.445,0.091,0.0,7.09375,-4.8125,-49.03125
1188.98,0.061,0.0,6.53125,-4.625,-48.78125
1189.62,0.097,0.0,5.5625,-4.375,-48.4375
1190.145,0.09,0.0,4.90625,-4.03125,-47.875
1190.675,0.061,0.0,4.21875,-3.5,-47.0625
1191.19,0.062,0.0,3.78125,-3.15625,-46.34375
1191.715,0.092,0.0,3.6875,-2.75,-45.21875
1192.345,0.09,0.0,3.71875,-2.3125,-43.875
1192.969,0.095,0.034906585,4.25,-2.34375,-42.625
1193.495,0.09,0.0,4.78125,-2.09375,-41.8125
1194.02,0.062,0.0,5.3125,-2.03125,-41.1875
1194.658,0.094,0.0,6.125,-2.25,-40.71875
1195.186,0.09,0.0,6.9375,-2.40625,-40.625
1195.71,0.061,0.0,7.53125,-2.9375,-40.71875
1196.335,0.095,0.0,8.15625,-3.5,-40.9375
1196.855,0.09,0.0,8.34375,-3.90625,-41.375
1197.385,0.062,0.0,8.5,-4.59375,-41.71875
1198.031,0.071,-0.017453293,8.5625,-4.65625,-42.21875
1198.555,0.005,-0.27925268,8.6875,-2.15625,-42.1875
1199.089,0.002,-0.2268928,8.21875,1.1875,-42.125
1199.715,0.0,-0.33161256,6.5625,4.28125,-42.03125
1200.235,0.0,-0.33161256,4.34375,6.5625,-41.9375
1200.865,0.0,-0.31415927,1.0,8.125,-41.8125
1201.685,0.011,-0.12217305,-0.5625,8.5625,-41.71875
1202.195,0.034,0.034906585,-0.3125,8.84375,-41.5625
1202.824,0.059,0.034906585,0.8125,9.125,-41.46875
1203.345,0.057,0.0,1.3125,9.53125,-41.40625
1203.94,0.039,0.0,1.90625,9.90625,-41.4375
1204.505,0.059,0.0,2.25,10.34375,-41.5625
1205.125,0.055,0.0,3.03125,10.6875,-41.84375
1205.745,0.057,0.0,3.65625,11.21875,-42.15625
1206.365,0.057,0.0,4.4375,11.90625,-42.78125
1207.05,0.057,0.0,5.34375,12.59375,-43.46875
1207.615,0.058,0.0,6.8125,13.78125,-44.40625
1208.237,0.026,0.10471976,9.25,12.96875,-44.8125
1208.755,0.002,0.31415927,13.25,9.34375,-44.96875
1209.279,0.0,0.20943951,15.90625,4.53125,-45.0625
1209.91,0.001,0.34906585,16.9375,-2.25,-45.09375
1210.435,0.0,0.33161256,16.375,-7.46875,-45.125
1211.175,0.0,0.31415927,13.34375,-13.84375,-45.09375
1211.804,0.037,0.0,12.0625,-14.53125,-45.5
1212.428,0.058,-0.034906585,11.03125,-14.28125,-46.21875
1212.945,0.072,0.0,9.46875,-14.09375,-46.8125
1213.569,0.061,0.0,7.34375,-13.6875,-47.84375
1214.185,0.091,0.0,4.84375,-12.96875,-48.75
1214.605,0.09,0.0,3.46875,-12.28125,-49.1875
1215.125,0.063,0.0,1.625,-11.21875,-49.46875
1215.651,0.09,0.0,0.28125,-9.90625,-49.5
1216.18,0.062,0.0,-0.5625,-8.34375,-49.21875
1216.905,0.121,0.0,-1.875,-6.59375,-48.53125
